Short_name	Sample_name	Cobalt_concentration_ug_L	Cobalt_concentration_uM	Recovery	Cobalt_concentration_uM_corrected	Time	Wire_treatment	Abiotic_vs_biotic	DMSO_treatment	Metabolite_treatment	Replicate	Sample_preservation	Bottle_number	Cell_presence	Mean_cobalt_concentration_uM_corrected	Median_cobalt_concentration_uM_corrected	Stdev_cobalt_concentration_uM_corrected	Min_cobalt_concentration_uM_corrected	Max_cobalt_concentration_uM_corrected
72hr 1.2 H	2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F	85440	1449.777159	0.95652	1515.678877	72	Wire included	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	72	Live cells	1424.867076	1497.075285	191.5652422	1142.250411	1563.067324
72hr 1.3 H	2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F	83780	1421.609672	0.96154	1478.471693	72	Wire included	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	73	Live cells	1424.867076	1497.075285	191.5652422	1142.250411	1563.067324
72hr 1.4 H	2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F	64920	1101.586296	0.9644	1142.250411	72	Wire included	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	74	Live cells	1424.867076	1497.075285	191.5652422	1142.250411	1563.067324
72hr 2.1 H	2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	72	No wire	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	75	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
72hr 2.2 H	2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	72	No wire	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	76	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
72hr 2.3 H	2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	72	No wire	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	77	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
72hr 2.4 H	2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	72	No wire	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	78	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
168hr 1.1 H	2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F	83940	1424.32461	0.96747	1472.21579	168	Wire included	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	71	Live cells	1362.925678	1401.578981	249.1754642	1032.459244	1616.085506
168hr 1.2 H	2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F	91100	1545.818108	0.95652	1616.085506	168	Wire included	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	72	Live cells	1362.925678	1401.578981	249.1754642	1032.459244	1616.085506
168hr 1.3 H	2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F	75420	1279.754135	0.96154	1330.942171	168	Wire included	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	73	Live cells	1362.925678	1401.578981	249.1754642	1032.459244	1616.085506
168hr 1.4 H	2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F	58680	995.7036947	0.9644	1032.459244	168	Wire included	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	74	Live cells	1362.925678	1401.578981	249.1754642	1032.459244	1616.085506
168hr 2.1 H	2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	168	No wire	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	75	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
168hr 2.2 H	2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	168	No wire	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	76	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
168hr 2.3 H	2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	168	No wire	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	77	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
168hr 2.4 H	2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	168	No wire	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	78	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0hr 1.1 PS	2025-07-22_0hr_Wire+SpentMedia∆phz_1_A-F	220	3.733040437	0.99558	3.74961373	0	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	79	No cells	3.87749501	3.754440749	0.217329956	3.74961373	4.128430552
0hr 1.2 PS	2025-07-22_0hr_Wire+SpentMedia∆phz_1_A-F	240	4.072407749	0.98643	4.128430552	0	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	80	No cells	3.87749501	3.754440749	0.217329956	3.74961373	4.128430552
0hr 1.3 PS	2025-07-22_0hr_Wire+SpentMedia∆phz_1_A-F	220	3.733040437	0.9943	3.754440749	0	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	81	No cells	3.87749501	3.754440749	0.217329956	3.74961373	4.128430552
0hr 2.1 PS	2025-07-22_0hr_NoWire+SpentMedia∆phz_2_A-F	180	3.054305812	1	3.054305812	0	No wire	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	83	No cells	3.167428249	3.054305812	0.195933809	3.054305812	3.393673124
0hr 2.2 PS	2025-07-22_0hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	0	No wire	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	84	No cells	3.167428249	3.054305812	0.195933809	3.054305812	3.393673124
0hr 2.3 PS	2025-07-22_0hr_NoWire+SpentMedia∆phz_2_A-F	180	3.054305812	1	3.054305812	0	No wire	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	85	No cells	3.167428249	3.054305812	0.195933809	3.054305812	3.393673124
24hr 1.1 PS	2025-07-23_24hr_Wire+SpentMedia∆phz_1_A-F	54140	918.6673147	0.99558	922.7458514	24	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	79	No cells	1030.229337	1025.22692	110.0699823	922.7458514	1142.715239
24hr 1.2 PS	2025-07-23_24hr_Wire+SpentMedia∆phz_1_A-F	59600	1011.314591	0.98643	1025.22692	24	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	80	No cells	1030.229337	1025.22692	110.0699823	922.7458514	1142.715239
24hr 1.3 PS	2025-07-23_24hr_Wire+SpentMedia∆phz_1_A-F	66960	1136.201762	0.9943	1142.715239	24	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	81	No cells	1030.229337	1025.22692	110.0699823	922.7458514	1142.715239
24hr 2.1 PS	2025-07-23_24hr_NoWire+SpentMedia∆phz_2_A-F	180	3.054305812	1	3.054305812	24	No wire	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	83	No cells	3.167428249	3.054305812	0.195933809	3.054305812	3.393673124
24hr 2.2 PS	2025-07-23_24hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	24	No wire	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	84	No cells	3.167428249	3.054305812	0.195933809	3.054305812	3.393673124
24hr 2.3 PS	2025-07-23_24hr_NoWire+SpentMedia∆phz_2_A-F	180	3.054305812	1	3.054305812	24	No wire	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	85	No cells	3.167428249	3.054305812	0.195933809	3.054305812	3.393673124
72hr 1.1 PS	2025-07-25_72hr_Wire+SpentMedia∆phz_1_A-F	56880	965.1606365	0.99558	969.445586	72	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	79	No cells	1075.725221	1114.332213	93.1811338	969.445586	1143.397865
72hr 1.2 PS	2025-07-25_72hr_Wire+SpentMedia∆phz_1_A-F	64780	1099.210725	0.98643	1114.332213	72	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	80	No cells	1075.725221	1114.332213	93.1811338	969.445586	1143.397865
72hr 1.3 PS	2025-07-25_72hr_Wire+SpentMedia∆phz_1_A-F	67000	1136.880497	0.9943	1143.397865	72	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	81	No cells	1075.725221	1114.332213	93.1811338	969.445586	1143.397865
72hr 2.1 PS	2025-07-25_72hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	72	No wire	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	83	No cells	3.393673124	3.393673124	0	3.393673124	3.393673124
72hr 2.2 PS	2025-07-25_72hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	72	No wire	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	84	No cells	3.393673124	3.393673124	0	3.393673124	3.393673124
72hr 2.3 PS	2025-07-25_72hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	72	No wire	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	85	No cells	3.393673124	3.393673124	0	3.393673124	3.393673124
168hr 1.1 PS	2025-07-29_168hr_Wire+SpentMedia∆phz_1_A-F	56080	951.5859441	0.99558	955.8106271	168	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	79	No cells	1073.19725	1102.634993	105.7856452	955.8106271	1161.14613
168hr 1.2 PS	2025-07-29_168hr_Wire+SpentMedia∆phz_1_A-F	64100	1087.672236	0.98643	1102.634993	168	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	80	No cells	1073.19725	1102.634993	105.7856452	955.8106271	1161.14613
168hr 1.3 PS	2025-07-29_168hr_Wire+SpentMedia∆phz_1_A-F	68040	1154.527597	0.9943	1161.14613	168	Wire included	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	81	No cells	1073.19725	1102.634993	105.7856452	955.8106271	1161.14613
168hr 2.1 PS	2025-07-29_168hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	168	No wire	Spent medium from ∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	83	No cells	3.280550687	3.393673124	0.195933809	3.054305812	3.393673124
168hr 2.2 PS	2025-07-29_168hr_NoWire+SpentMedia∆phz_2_A-F	200	3.393673124	1	3.393673124	168	No wire	Spent medium from ∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	84	No cells	3.280550687	3.393673124	0.195933809	3.054305812	3.393673124
168hr 2.3 PS	2025-07-29_168hr_NoWire+SpentMedia∆phz_2_A-F	180	3.054305812	1	3.054305812	168	No wire	Spent medium from ∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	85	No cells	3.280550687	3.393673124	0.195933809	3.054305812	3.393673124
0-1.1-A	2025-08-12_0hr_Wire+Media_Anaerobic_1_A-F	100	1.696836562	0.99443	1.706340881	0	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	87	No cells	1.945803443	2.064801374	0.207381959	1.706340881	2.066268075
0-1.2-A	2025-08-12_0hr_Wire+Media_Anaerobic_1_A-F	120	2.036203875	0.98545	2.066268075	0	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	88	No cells	1.945803443	2.064801374	0.207381959	1.706340881	2.066268075
0-1.3-A	2025-08-12_0hr_Wire+Media_Anaerobic_1_A-F	120	2.036203875	0.98615	2.064801374	0	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	89	No cells	1.945803443	2.064801374	0.207381959	1.706340881	2.066268075
24-1.1-A	2025-08-13_24hr_Wire+Media_Anaerobic_1_A-F	780	13.23532518	0.99443	13.30945887	24	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	87	No cells	16.71498345	18.2390788	2.954677668	13.30945887	18.59641268
24-1.2-A	2025-08-13_24hr_Wire+Media_Anaerobic_1_A-F	1080	18.32583487	0.98545	18.59641268	24	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	88	No cells	16.71498345	18.2390788	2.954677668	13.30945887	18.59641268
24-1.3-A	2025-08-13_24hr_Wire+Media_Anaerobic_1_A-F	1060	17.98646756	0.98615	18.2390788	24	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	89	No cells	16.71498345	18.2390788	2.954677668	13.30945887	18.59641268
72-1.1-A	2025-08-15_72hr_Wire+Media_Anaerobic_1_A-F	1460	24.77381381	0.99443	24.91257686	72	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	87	No cells	34.69746192	38.19882541	8.587379264	24.91257686	40.98098349
72-1.2-A	2025-08-15_72hr_Wire+Media_Anaerobic_1_A-F	2380	40.38471018	0.98545	40.98098349	72	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	88	No cells	34.69746192	38.19882541	8.587379264	24.91257686	40.98098349
72-1.3-A	2025-08-15_72hr_Wire+Media_Anaerobic_1_A-F	2220	37.66977168	0.98615	38.19882541	72	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	89	No cells	34.69746192	38.19882541	8.587379264	24.91257686	40.98098349
168-1.1-A	2025-08-19_168hr_Wire+Media_Anaerobic_1_A-F	3520	59.72864699	0.99443	60.06319901	168	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	87	No cells	83.59241283	90.22703928	21.01272535	60.06319901	100.4870002
168-1.2-A	2025-08-19_168hr_Wire+Media_Anaerobic_1_A-F	5240	88.91423586	0.98545	90.22703928	168	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	88	No cells	83.59241283	90.22703928	21.01272535	60.06319901	100.4870002
168-1.3-A	2025-08-19_168hr_Wire+Media_Anaerobic_1_A-F	5840	99.09525523	0.98615	100.4870002	168	Wire included	"Sterile medium, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	89	No cells	83.59241283	90.22703928	21.01272535	60.06319901	100.4870002
0-1.1-PSA	2025-08-26_0hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	180	3.054305812	1.01821	2.99968161	0	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	90	No cells	3.164136855	3.096542654	0.206714114	2.99968161	3.396186302
0-1.2-PSA	2025-08-26_0hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	200	3.393673124	0.99926	3.396186302	0	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	91	No cells	3.164136855	3.096542654	0.206714114	2.99968161	3.396186302
0-1.3-PSA	2025-08-26_0hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	180	3.054305812	0.98636	3.096542654	0	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	92	No cells	3.164136855	3.096542654	0.206714114	2.99968161	3.396186302
24-1.1-PSA	2025-08-27_24hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	2420	41.0634448	1.01821	40.32905275	24	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	90	No cells	31.95337147	40.32905275	16.07655381	13.4183515	42.11271015
24-1.2-PSA	2025-08-27_24hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	2480	42.08154674	0.99926	42.11271015	24	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	91	No cells	31.95337147	40.32905275	16.07655381	13.4183515	42.11271015
24-1.3-PSA	2025-08-27_24hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	780	13.23532518	0.98636	13.4183515	24	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	92	No cells	31.95337147	40.32905275	16.07655381	13.4183515	42.11271015
72-1.1-PSA	2025-08-29_72hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	3720	63.12232011	1.01821	61.99341993	72	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	90	No cells	51.10737645	61.99341993	23.54955718	24.08422064	67.24448878
72-1.2-PSA	2025-08-29_72hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	3960	67.19472786	0.99926	67.24448878	72	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	91	No cells	51.10737645	61.99341993	23.54955718	24.08422064	67.24448878
72-1.3-PSA	2025-08-29_72hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	1400	23.75571187	0.98636	24.08422064	72	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	92	No cells	51.10737645	61.99341993	23.54955718	24.08422064	67.24448878
168-1.1-PSA	2025-09-02_168hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	5920	100.4527245	1.01821	98.65619517	168	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	1	"Acidified, filtered"	90	No cells	82.44910312	98.65619517	30.00625196	47.82438098	100.8667332
168-1.2-PSA	2025-09-02_168hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	5940	100.7920918	0.99926	100.8667332	168	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	2	"Acidified, filtered"	91	No cells	82.44910312	98.65619517	30.00625196	47.82438098	100.8667332
168-1.3-PSA	2025-09-02_168hr_Wire+SpentMedia∆phz_Anaerobic_1_A-F	2780	47.17205643	0.98636	47.82438098	168	Wire included	"Spent medium from ∆phz, anoxic"	No DMSO	Nothing added	3	"Acidified, filtered"	92	No cells	82.44910312	98.65619517	30.00625196	47.82438098	100.8667332
0-1.1-DD	2025-09-02_0hr_Wire+10%inocDD_1_A-F	120	2.036203875	0.95251	2.137724407	0	Wire included	∆phz∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	93	Live cells	2.126458444	2.139612956	0.045948552	2.060226111	2.166381754
0-1.2-DD	2025-09-02_0hr_Wire+10%inocDD_1_A-F	120	2.036203875	0.98834	2.060226111	0	Wire included	∆phz∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	94	Live cells	2.126458444	2.139612956	0.045948552	2.060226111	2.166381754
0-1.3-DD	2025-09-02_0hr_Wire+10%inocDD_1_A-F	120	2.036203875	0.95083	2.141501504	0	Wire included	∆phz∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	95	Live cells	2.126458444	2.139612956	0.045948552	2.060226111	2.166381754
0-1.4-DD	2025-09-02_0hr_Wire+10%inocDD_1_A-F	120	2.036203875	0.93991	2.166381754	0	Wire included	∆phz∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	96	Live cells	2.126458444	2.139612956	0.045948552	2.060226111	2.166381754
24-1.1-DD	2025-09-03_24hr_Wire+10%inocDD_1_A-F	72880	1236.654486	0.95251	1298.31129	24	Wire included	∆phz∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	93	Live cells	1371.99735	1381.212146	218.1789872	1109.08839	1616.476718
24-1.2-DD	2025-09-03_24hr_Wire+10%inocDD_1_A-F	64600	1096.156419	0.98834	1109.08839	24	Wire included	∆phz∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	94	Live cells	1371.99735	1381.212146	218.1789872	1109.08839	1616.476718
24-1.3-DD	2025-09-03_24hr_Wire+10%inocDD_1_A-F	90580	1536.994558	0.95083	1616.476718	24	Wire included	∆phz∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	95	Live cells	1371.99735	1381.212146	218.1789872	1109.08839	1616.476718
24-1.4-DD	2025-09-03_24hr_Wire+10%inocDD_1_A-F	81100	1376.134452	0.93991	1464.113002	24	Wire included	∆phz∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	96	Live cells	1371.99735	1381.212146	218.1789872	1109.08839	1616.476718
72-1.1-DD	2025-09-05_72hr_Wire+10%inocDD_1_A-F	169640	2878.513544	0.95251	3022.029736	72	Wire included	∆phz∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	93	Live cells	3096.869902	3099.473608	98.98822486	3001.062702	3187.469688
72-1.2-DD	2025-09-05_72hr_Wire+10%inocDD_1_A-F	174800	2966.070311	0.98834	3001.062702	72	Wire included	∆phz∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	94	Live cells	3096.869902	3099.473608	98.98822486	3001.062702	3187.469688
72-1.3-DD	2025-09-05_72hr_Wire+10%inocDD_1_A-F	178020	3020.708448	0.95083	3176.91748	72	Wire included	∆phz∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	95	Live cells	3096.869902	3099.473608	98.98822486	3001.062702	3187.469688
72-1.4-DD	2025-09-05_72hr_Wire+10%inocDD_1_A-F	176560	2995.934634	0.93991	3187.469688	72	Wire included	∆phz∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	96	Live cells	3096.869902	3099.473608	98.98822486	3001.062702	3187.469688
168-1.1-DD	2025-09-09_168hr_Wire+10%inocDD_1_A-F	226440	3842.316711	0.95251	4033.885955	168	Wire included	∆phz∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	93	Live cells	5144.304298	5159.522393	956.8958486	4033.885955	6224.286452
168-1.2-DD	2025-09-09_168hr_Wire+10%inocDD_1_A-F	362540	6151.711272	0.98834	6224.286452	168	Wire included	∆phz∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	94	Live cells	5144.304298	5159.522393	956.8958486	4033.885955	6224.286452
168-1.3-DD	2025-09-09_168hr_Wire+10%inocDD_1_A-F	312460	5301.935522	0.95083	5576.112998	168	Wire included	∆phz∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	95	Live cells	5144.304298	5159.522393	956.8958486	4033.885955	6224.286452
168-1.4-DD	2025-09-09_168hr_Wire+10%inocDD_1_A-F	262720	4457.929016	0.93991	4742.931787	168	Wire included	∆phz∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	96	Live cells	5144.304298	5159.522393	956.8958486	4033.885955	6224.286452
