metabolite,1.1.DD.0hr.1x.2026.05.28,1.1.DD.168hr.1x.2026.05.28,1.1.DD.24hr.1x.2026.05.28,1.1.DD.72hr.1x.2026.05.28,1.1.P.0hr.1x.2026.05.28,1.1.P.168hr.1x.2026.05.28,1.1.P.24hr.1x.2026.05.28,1.1.P.72hr.1x.2026.05.28,1.2.DD.0hr.1x.2026.05.28,1.2.DD.168hr.1x.2026.05.28,1.2.DD.24hr.1x.2026.05.28,1.2.DD.72hr.1x.2026.05.28,1.2.P.0hr.1x.2026.05.28,1.2.P.168hr.1x.2026.05.28,1.2.P.24hr.1x.2026.05.28,1.2.P.72hr.1x.2026.05.28,2.1.DD.0hr.1x.2026.05.28,2.1.DD.168hr.1x.2026.05.28,2.1.DD.24hr.1x.2026.05.28,2.1.DD.72hr.1x.2026.05.28,2.1.P.0hr.1x.2026.05.28,2.1.P.168hr.1x.2026.05.28,2.1.P.24hr.1x.2026.05.28,2.1.P.72hr.1x.2026.05.28,2.2.DD.0hr.1x.2026.05.28,2.2.DD.168hr.1x.2026.05.28,2.2.DD.24hr.1x.2026.05.28,2.2.DD.72hr.1x.2026.05.28,2.2.P.0hr.1x.2026.05.28,2.2.P.168hr.1x.2026.05.28,2.2.P.24hr.1x.2026.05.28,2.2.P.72hr.1x.2026.05.28,5.5.WT.0hr.1x.2026.05.28,5.5.WT.168hr.1x.2026.05.28,5.5.WT.24hr.1x.2026.05.28,5.5.WT.72hr.1x.2026.05.28,5.6.WT.0hr.1x.2026.05.28,5.6.WT.168hr.1x.2026.05.28,5.6.WT.24hr.1x.2026.05.28,5.6.WT.72hr.1x.2026.05.28,6.5.WT.0hr.1x.2026.05.28,6.5.WT.168hr.1x.2026.05.28,6.5.WT.24hr.1x.2026.05.28,6.5.WT.72hr.1x.2026.05.28,6.6.WT.0hr.1x.2026.05.28,6.6.WT.168hr.1x.2026.05.28,6.6.WT.24hr.1x.2026.05.28,6.6.WT.72hr.1x.2026.05.28
342.87905@1.5,0,708.8,3172,3035,338.1,622.7,565.1,498.2,154.5,315.8,1558,827.5,0,310.9,182.2,259.2,0,395.3,416.6,431,234.4,171.8,147.4,184.8,0,245,795.5,288,334.1,0,210,0,227.4,652.6,0,389.4,168.4,0,0,0,149.8,145.8,237.2,217.9,179.9,208.2,258.9,256.9
304.88015@1.5,0,464.7,1934,1960,0,944.6,503.1,466.4,0,275.2,1546,421.2,0,379.7,0,404.4,0,0,255.5,235.6,0,273.6,0,0,0,0,0,0,206.9,180,206.7,0,304.2,400.5,0,403.4,0,338.4,449.7,804.4,0,178.9,228.4,175.2,282.8,210.4,140.8,0
402.88658@1.5,0,904.7,3121,1321,0,276.9,341.3,704,0,0,998,320.7,136.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,794.4,556.2,0,0,744.4,0,0,0,0,0,0,0,0,0
270.8534@1.5,2221,597.3,653,3200,343.1,486.7,2000,2801,442.3,991.7,2755,519.5,392.2,377.1,382.1,424.6,439.9,295.9,386.4,399.6,0,384,408,372.3,0,1796,0,424.1,0,333.3,335.8,258.5,2111,432.9,0,440.7,1739,356.8,1040,1933,352.3,235.3,340.1,342,354.1,334.7,349.5,0
384.83509@1.5,0,1546,797.2,2781,138.9,0,351.5,838.9,0,262,1705,961.7,0,253.6,252.3,175.2,0,0,224,0,0,188.6,0,0,0,0,156.4,0,151,0,0,0,184.5,266.5,392.1,364.4,134.6,198.7,379.4,308.9,166.2,0,0,160.3,0,0,135.9,0
436.8913@1.5,0,253.9,355.2,865.3,0,178.3,0,175.9,0,131.7,304.3,230.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.8,0,0,0,0,0,0,0,0,0,0,0,0,0
439.82141@1.51,0,330.2,492.3,884.5,147.5,203.7,289.4,0,0,179.7,338.7,263.8,0,0,197.7,0,0,0,144.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.8,270.4,263.3,0,190.2,263.5,0,145.5,0,0,0,0,150.2,151.8,131.3
500.87621@1.51,0,0,467.8,1488,0,0,0,0,0,0,351.1,196.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.1,171.2,0,0,0,0,0,0,0,0,0,0,0,0
502.84376@1.51,0,328.9,375,850,0,0,210,248,0,114.8,285.9,150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3,0,0,264.1,183.7,0,0,0,0,0,0,0,0
517.82297@1.5,0,310.4,308.7,691.6,0,0,202.9,225.5,0,0,258.2,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,160.5,0,0,192.6,0,0,0,0,0,0,0,0,0
418.88478@1.5,0,1259,1515,1547,0,267.3,267.2,203.9,0,149.6,1034,276.5,0,0,0,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.8,0,0,151.2,0,0,0,0,0,0,0,0,0,0
271.90288@1.51,0,2416,3406,4697,263.1,258.7,0,604.9,170.4,256.7,2121,983.5,192,228,0,0,0,0,0,271.4,194,0,0,152.4,0,0,0,0,0,0,180.6,211.6,0,0,0,391.2,218.9,0,420.7,0,258.9,0,0,165.8,175.3,0,188.7,210.1
247.02061@1.5,188.1,618.7,1285,2046,287.5,469.9,474.3,471.6,0,551.5,404.5,495.5,0,0,0,497.5,0,0,0,350.9,0,381.5,458.6,0,304.5,0,0,0,401.6,441,390.4,479.8,0,0,494,0,0,308.7,460.3,433.9,397.5,285.7,335.7,286.2,408.4,0,337.4,323.4
350.8652@1.5,0,440.3,793.9,1121,0,0,319.7,325.6,0,237,387.8,310.1,0,208.3,232.2,239.4,113.1,0,194.8,226.5,0,0,0,0,0,0,210.2,0,0,0,0,0,0,158.4,0,290.9,0,156.8,314.3,0,0,0,228.7,129.3,0,0,0,164.1
467.88188@1.5,0,290.3,780.5,1071,0,174,147.2,204.6,0,0,353.6,165.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.1,176.4,0,0,151,180.9,0,0,0,0,0,0,0,0
470.84048@1.51,0,333.7,1408,1145,0,0,188.1,256.3,0,0,364,232.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.5,284.3,225.1,0,0,172.9,196.8,0,0,0,0,0,0,0,0
484.85074@1.5,0,361.6,1143,1279,0,0,173.8,0,0,0,368,221.8,0,112.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.7,0,0,261.4,231.9,0,0,0,0,0,0,0,0
369.82974@1.5,0,1035,560,1579,221.6,260.2,0,294.2,258.3,0,450,340.2,231.3,0,244.7,259.8,0,0,0,296.5,0,239.8,0,228,233.5,0,0,303.7,0,252.8,243.4,0,203.4,0,322.5,0,0,0,332.7,287.9,222.4,280.8,0,0,0,262.4,272.2,275.3
225.89705@1.51,536.6,8038,11990,9143,407.4,371.7,551.6,1027,598.7,0,9716,1037,501.3,429.7,460.5,326.2,565.5,621.9,470.2,587.6,0,533.4,369.4,355.8,583.6,546.8,478,508.6,563.3,0,364.9,383.6,435.5,386,1145,710.7,0,480.9,495,506.1,445.3,414,477.6,428.5,447.7,474.6,333.3,0
404.85157@1.51,0,1299,952,435.1,0,319.9,897.1,670.1,0,0,0,321.1,0,315.2,305.2,252.8,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,291.5,384.5,503.3,0,246.9,378.4,284.6,0,0,0,0,0,0,287.6,192.9
427.82492@1.5,0,1304,1895,1380,0,227.1,286.8,277.3,0,138.5,396.2,297.3,0,150.9,132.5,147.1,0,0,0,0,0,0,195.4,136.8,0,0,0,0,0,0,0,150.7,180.8,142.8,0,239.8,0,198,296.3,255.2,0,135.1,0,0,0,116.2,0,136.3
285.89007@1.51,263.2,2407,1334,676.7,245.7,0,454.1,1157,240.7,281.9,1158,422.5,275.8,0,0,0,317.8,0,297.1,368.1,190.1,177.9,0,165.5,0,337.5,0,256.3,295.8,0,213.4,262.1,187.6,350.9,1264,554.5,236.9,0,738.2,779.7,0,292.8,0,154.5,261.9,265.2,0,278.4
178.0931@1.51,0,742.6,8069,735.5,0,0,0,0,0,0,2220,0,296,0,227.3,262.1,0,0,0,0,273.4,0,0,414.2,0,0,0,0,271.9,0,0,301.7,0,0,0,0,0,0,0,0,265,0,0,0,433.7,0,0,0
310.91782@1.5,0,663.3,920,1018,0,286.9,318.9,0,0,246.5,790.9,441,0,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,138.8,0,0,0,0,0,297.6,328.6,0,0,0,367.1,0,0,0,0,0,104.7,0,0,134.5
322.8563@1.5,0,411.5,1342,389.1,0,0,399.7,335.5,0,284.7,399.4,353.3,166.2,245.5,0,0,0,188.5,249.6,178.9,220.1,191.1,0,119.2,0,0,0,0,262.1,223.4,220.8,0,0,283,321.4,0,0,210,0,316.8,0,160.5,205.6,0,179.1,0,191.8,0
327.86921@1.5,0,589,958.5,737.3,0,272.2,350.1,266.4,532.6,382.5,601.1,0,0,0,0,0,0,0,0,0,232.8,0,0,0,0,0,0,0,0,0,0,0,0,0,362.3,413,0,237.9,418.7,351.4,406.8,0,0,291.8,0,0,0,0
331.93476@1.51,0,287.2,681.6,0,0,0,286.6,225.6,0,0,303.7,223.4,0,0,0,152.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.2,271.8,221.5,0,144.3,0,142.8,0,0,0,0,0,0,0,0
406.90768@1.5,0,341.7,896.7,772.3,0,306.1,945.8,0,0,0,326.7,285.8,0,178.2,0,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,317.1,239.1,0,0,299.3,252,0,0,0,0,0,0,0,0
474.89842@1.5,0,349.5,297,603.7,0,244.8,368.3,0,0,294.5,308.1,317.3,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.8,315.9,230.5,0,0,277.5,242.8,0,0,0,0,0,0,0,0
445.87727@1.51,0,236.6,740.8,441.6,0,0,166.2,268.7,0,0,308,252.4,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.1,0,0,0,0,0,0,0,0,0,0,0,0
463.8438@1.5,0,290.1,708.6,333.2,0,0,226.5,0,0,0,278.7,214.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.6,221.3,0,0,0,217.4,0,0,0,0,0,0,0,0,0
487.88479@1.5,0,339.2,1177,473.2,0,0,0,243.1,0,0,353.9,144.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2,230,0,0,213.8,0,0,0,0,0,0,0,0,0
511.83425@1.51,0,315.6,1428,388.1,0,0,187.4,143.1,0,0,335,199.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8,154,0,0,188.5,0,0,0,0,0,0,0,0,0
527.85983@1.52,0,216.4,806,370.2,0,0,0,150.7,0,0,255,201.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0
540.83127@1.51,0,300.5,1177,376.6,0,117.3,0,0,0,0,313.7,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.3,0,0,0,204.7,147.3,0,0,0,0,0,0,0,0
246.04646@1.51,0,421.6,0,581.1,0,0,360,399.3,0,300.9,445,328.1,317.2,287.3,0,209.2,180.1,380.1,386.7,374.4,325.6,326.3,220.6,0,146.5,267,0,296.6,0,176.5,300.5,0,255.5,257.5,404.2,430.5,0,277.1,339.3,336.4,0,316,389.4,287.1,275.5,0,253.5,283.5
464.92768@1.51,0,325.6,351.6,333,0,0,0,200.8,0,0,0,125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.95348@1.5,112.7,3443,5278,5586,148.2,0,376.8,853.9,131.4,0,5722,756.2,191.6,301.1,0,262.8,148.1,0,178.9,0,144.2,221,142.6,180.3,0,241.9,235.1,209.1,253.4,137.1,194.3,232.8,0,320.6,1282,1789,0,0,1071,1444,196.7,145.2,206,0,228.9,223.4,247.1,0
498.84705@1.51,0,657.6,863.9,902.3,0,159.2,0,0,0,0,567.2,237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,148.3,0,0,0,199.5,0,0,0,0,0,0,0,0,0
426.83805@1.51,0,1191,794.9,1717,129.6,0,0,326.5,161.4,229.4,1008,247.7,0,0,169.1,153.8,0,0,218.2,185,0,0,0,0,0,0,209.5,0,0,0,119.2,0,0,0,0,0,0,0,325,271.3,0,0,205.2,0,126.7,0,136.2,201.6
345.1878@1.51,0,0,140,130.3,168.1,2347,0,0,0,0,0,0,0,0,2363,194.4,0,0,193.6,171.6,0,1335,808.1,1407,0,0,0,0,1597,1126,620.8,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.02323@1.51,0,393.9,316.4,381.9,0,0,284.3,0,0,369.4,244.7,306.5,0,225.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168.9433@1.51,580.2,12670,11100,18050,0,0,823.4,2543,471.7,542.7,7573,5164,536.9,600.1,570.3,0,609.8,0,624,625.3,0,381,501,0,0,464.8,0,0,457.6,465.6,478.6,0,472,789.7,0,0,0,0,1534,0,479.2,0,0,0,0,0,418.5,366.9
300.99842@1.52,0,3058,6281,0,0,0,203.9,671.8,0,171.6,2983,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.7,1495,0,0,465.8,328.5,0,0,0,0,0,0,0,0
539.83383@1.51,0,294,924,397.4,0,0,0,0,0,0,657.4,188.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.8,0,0,0,0,0,0,0,0,0,0,0,0,0
345.92223@1.51,0,643.5,1364,1489,0,174.2,363.6,397.5,0,167.9,438,344.3,0,0,174.8,183.3,0,0,0,0,0,0,0,0,0,0,0,0,139.7,0,0,0,0,0,391.2,355.3,0,0,0,226.9,0,0,0,0,0,0,0,0
424.80855@1.51,0,1077,1243,2057,0,248.7,250.2,278.8,0,0,405.3,309.7,0,217.9,181.4,0,0,0,0,158.1,0,0,0,118,0,0,0,184.6,0,0,0,0,179,203.5,309.4,270.3,0,190.6,220.8,151.5,0,0,0,124.4,0,0,170.3,0
442.82174@1.51,0,1019,2202,2180,182.7,0,272.5,0,115.8,171.7,688,314.9,0,171.1,0,0,0,0,0,0,184.3,133.1,0,0,0,0,0,135.8,0,0,0,0,0,212.6,285.9,310.8,0,239.2,232.7,198.3,160,0,0,0,204.7,0,192,0
486.87035@1.51,0,633.8,1064,1101,0,0,0,248.2,0,144.7,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.4,254.9,227.3,0,0,0,0,0,0,0,0,0,0,0,0
488.88593@1.52,0,955.9,1165,1893,0,0,0,253,0,0,483.9,204.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.8,0,222.9,0,0,240,0,0,0,0,0,0,0,0,0
494.98479@1.52,0,402.7,803.1,872.2,0,0,0,0,0,0,252.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396.83018@1.51,108.5,1175,1245,2151,0,0,0,341.6,0,236.5,1036,349.3,0,0,0,169.3,0,144,0,192,0,0,0,0,0,137.6,178,0,0,0,105.7,0,230.7,0,0,0,0,215.3,305.5,0,0,0,129.3,0,146.4,0,0,0
455.82748@1.51,0,943.2,2633,1761,0,153.5,210.3,0,0,210.7,1211,249.6,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.4,0,0,150.5,0,287,0,0,171.7,196.2,0,0,0,0,0,0,0,0
415.84955@1.52,0,930.9,992.1,1270,0,0,0,0,0,234.5,845.3,332.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.3,213.2,0,0,0,269.5,0,170.6,0,0,0,178.6,0,0,0
452.81111@1.52,0,661.1,1887,2123,0,205,196.5,270.5,0,0,1274,322.9,0,116.4,214.8,0,0,158.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.9,262.2,0,0,185.1,182.6,0,0,0,0,0,0,0,0
517.13343@1.52,0,0,265.9,0,0,0,0,174.5,0,173.9,226.2,0,0,0,152.5,381,0,0,0,0,0,0,0,0,0,260.6,117.6,143.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353.85837@1.52,137.9,421,1357,936.7,121.7,178.1,577.8,291.9,0,145.7,400.2,325.9,0,0,0,194.6,0,0,0,0,0,138.1,0,0,0,0,0,179.5,0,0,0,0,0,0,286.6,287.8,142.3,189.9,252.9,255.6,0,0,0,0,223.4,146.2,187.7,0
394.84128@1.51,0,409.7,916.3,1136,0,289.3,281.1,0,0,210.8,366.6,306.9,0,0,0,0,0,0,174.7,0,0,0,0,0,0,0,168.7,0,0,0,0,0,0,221.1,0,325.6,0,0,0,278.2,0,0,0,139.1,0,122.9,0,0
420.86027@1.5,0,377.5,806.8,1083,0,225.3,175.9,226,0,201.9,357.3,278.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5,164.5,199.4,0,0,0,130.1,0,0,0,0,0,0,0,0
524.80625@1.51,0,293.4,1554,746.5,0,0,149.8,222.1,0,109.6,336.8,217.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9,0,0,0,0,0,0,0,0,0,0,0,0
453.93092@1.52,0,382.4,1121,1829,0,0,0,185,0,0,318.6,198.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460.85513@1.52,0,353.6,1182,974.3,0,0,257.2,205.1,0,0,337.5,223.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.6,0,223.6,0,0,251.9,246.5,0,0,0,0,0,0,0,0
558.90284@1.52,0,447.8,777.4,950.9,0,0,0,0,0,0,364.8,181.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.1,0,0,0,0,0,0,0,0,0,0,0,0,0
575.9061@1.51,0,356.7,539.3,458.1,0,0,0,0,0,0,207.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2,0,0,0,0,0,0,0,0,0
197.00119@1.52,230.3,3643,3565,6174,0,0,284.3,1926,0,0,2201,705.4,172.4,191.9,226.3,234.4,0,0,393.1,395.6,0,222.7,209.4,287.9,0,193.2,224.1,320.6,232.4,0,0,252.7,0,0,0,2683,186.5,166.2,1149,0,0,0,0,164.4,210.2,0,193.2,157
443.86493@1.52,0,679.6,538.8,1063,0,0,195.3,0,0,166.8,394.6,265.1,0,0,0,0,0,0,0,0,112.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.3,0,0,0,163.1,0,0,0,0,0,0,0,0
414.83737@1.52,0,577.4,1848,1756,188.6,0,0,370.9,196.3,0,1338,309.4,0,202.4,0,239.5,0,0,200.1,0,0,167.5,0,0,0,215.3,0,235.2,0,163.9,150,0,0,189.2,286.7,241.7,157.1,0,229.6,0,0,131.1,0,0,0,236.3,0,233.4
447.85201@1.51,0,322.4,369,385.5,0,205.8,0,0,0,189.1,483.2,230.7,0,0,158.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.1,242.8,192.2,0,0,0,158.9,0,0,0,0,0,0,0,0
288.93405@1.51,106.1,2013,1519,2035,0,0,376.5,0,0,608.4,950.5,653.3,0,0,0,0,0,425.1,309.9,421.7,0,0,190.7,181.1,0,355.3,0,0,159.9,0,257.4,0,0,0,378.6,0,0,0,0,362.6,154.3,164.6,207.3,0,0,260.5,208.4,188
275.95492@1.51,0,775.5,1097,949.4,0,0,0,0,0,396.3,483.4,594.1,0,234.9,0,0,0,0,234.9,173.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,329.4,207.6,0,0,0,0,0,0,0,0
292.93211@1.51,0,868.8,1179,888.3,181.3,475.3,0,386.2,0,243.6,775.7,306.3,0,0,0,216.5,0,0,179.7,207.1,230.8,0,0,0,0,0,187.6,0,0,0,0,0,0,389.3,0,316.9,0,0,0,0,0,0,0,0,0,0,0,0
336.91797@1.52,0,1464,2007,1647,0,360.4,295.5,0,0,362.3,1366,0,0,0,190.1,221.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.1,0,230.7,0,230,0,0,0,0,0,0,0,0
434.99029@1.52,0,909.9,808.7,1796,0,0,190.6,0,0,0,467.7,235.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.1,0,0,0,0,0,0,0,0,0,0,0,0
440.85768@1.52,0,1089,2455,2350,0,0,191.3,0,0,0,1272,313.7,0,155.7,109.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.8,216.4,0,0,0,0,0,0,0,0,0,0,0,0,0
514.85562@1.51,0,538,797,1186,0,0,198,220.3,0,0,332.1,205.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.4,0,0,0,0,0,0,0,0,0
410.84629@1.51,0,413.8,370.6,683.8,0,172.7,214.1,325.6,0,228.4,1149,221.6,0,0,0,0,0,0,0,159.3,0,0,0,0,0,0,0,0,0,112.7,0,0,0,252.2,247.7,0,0,0,216.8,265.4,0,0,0,0,0,138.1,0,0
417.85534@1.52,0,288,495.8,995.3,0,179.2,268.7,215.1,0,201,708.3,265.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.5,0,259,0,0,248.6,0,0,0,110.5,0,0,0,0,0
479.18321@1.52,0,2213,2245,2072,0,945.9,874.2,1262,0,688.3,3963,3918,0,181.6,967.9,2177,0,418.8,584.4,747,0,150.3,182.4,0,0,1671,1527,1243,0,0,258.4,0,0,548.3,865.7,773.5,0,300.5,1464,830.6,0,176.2,0,144.3,0,0,180.7,225.4
121.98664@1.52,629.1,1150,10740,8710,576.7,3460,12130,11030,700.3,511.9,9267,6004,524.8,586.8,561,567.9,646.7,7787,4233,7474,583.7,3037,1732,0,0,11280,0,0,508.5,0,3012,0,568.9,1906,10460,7861,0,0,9379,7998,0,2437,1457,1442,371.7,2707,2239,2325
314.90775@1.52,0,763.4,1391,748.1,148.1,0,0,692.6,127,313.2,833.1,495,0,193.9,0,0,0,0,0,205.5,0,175.5,208.2,155.6,0,0,0,191.8,168.5,0,175.9,0,196.3,356.8,0,616.6,0,298.2,603,0,0,0,0,0,0,121,0,199.7
483.86762@1.53,0,371.9,1164,1329,0,0,161.9,190.4,0,147.9,817.3,197.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.03533@1.51,290.2,1927,7668,2696,0,379.1,0,0,262.6,419.2,3631,622.5,0,422,349.4,0,251.1,219.8,305,296.4,0,593,556.5,355.5,0,242.9,0,173.4,0,0,0,0,0,0,384.8,444.2,168,187.3,0,0,0,0,0,0,0,183.5,253.1,120.5
344.91933@1.51,0,477.2,0,1008,0,299.1,766.1,407.4,0,304.7,596,0,0,215.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.1,0,283.1,607.2,405,0,0,0,0,0,0,0,0
359.89504@1.52,0,424.4,533.6,1570,0,0,0,0,0,0,329.8,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.9,252.6,0,0,240.6,0,0,0,0,0,0,0,0,0
365.85456@1.51,0,395.2,445,771.1,0,0,239.3,0,0,198.7,337.5,236.1,0,161.6,0,148.4,182.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.2,272,0,0,0,207.3,105.4,0,0,0,0,163.3,0,0
433.9797@1.52,0,604.7,519,1367,0,0,0,0,0,0,207,201.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.1,0,0,0,0,0,0,0,0,0,0,0,0
504.9263@1.52,0,243.4,281.5,453.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515.85449@1.52,0,343.4,382,846.9,0,0,0,180.2,0,0,273,218.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.4,0,0,0,0,0,0,0,0,0
516.9522@1.52,0,302.4,357.6,816.1,0,0,0,0,0,0,282.2,151.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546.97418@1.53,0,266.3,0,861.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556.87166@1.51,0,334.7,388,936.7,0,0,0,0,0,0,275.5,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.1,134.2,0,0,141.4,0,0,0,0,0,0,0,0,0
571.86477@1.5,0,283.1,336.2,791.3,0,0,0,0,0,133,249.4,228.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598.85794@1.53,0,227.6,373.8,579.1,0,0,0,0,0,0,251.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.3,0,0,0,0,0,0,0,0,0
646.94064@1.53,0,298.2,303.6,509.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.06975@1.52,0,13680,81190,17150,0,0,0,0,0,0,35750,841.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.3,0,0
268.98968@1.52,0,3307,4985,7402,0,0,244.6,0,0,280.5,2168,515.9,0,133.5,0,0,0,0,182.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,180.6,220.1,0,0,0,0,0,0,0,0
383.94214@1.52,0,1430,3641,3291,0,0,143.4,0,0,0,1131,260.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2,0,0,0,0,0,0,0,0,0,0,0,0,0
160.07536@1.52,507.2,13520,68850,9933,511.5,0,0,0,0,620.9,30120,1242,602.3,0,525.7,452.9,588.2,0,0,0,641.4,662.6,0,625.5,0,0,430.1,0,0,626.1,0,695.5,701.3,0,0,0,0,0,708,0,729.3,656,704.7,658.1,557,0,734.8,0
425.88871@1.52,0,831.3,1434,546.6,0,0,0,0,0,0,885.1,290.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.8,0,0,0,0,0,0,0,0,0,0,0,0
